광역시도,시군구,날짜,플랫폼,캠페인명,유입채널,기기,OS,브라우저,세션수,사용자수,페이지뷰,평균체류(초),이탈률(%),전환수,광고비(원)
경기,안산시,2024-02-14,TikTok,캠페인_R,SNS광고,PC,iOS,Safari,56,41,319,66,84.7,1,500526
인천,서구,2024-02-14,YouTube,캠페인_Q,검색광고,PC,iOS,Samsung Internet,2413,1769,8305,390,19.8,115,1409401
인천,서구,2024-02-14,YouTube,캠페인_Q,자연검색,모바일,Android,Safari,942,811,1923,91,75.0,36,24245
부산,북구,2024-02-15,TikTok,캠페인_L,SNS광고,모바일,iOS,Naver앱,4267,2729,10387,154,69.6,20,1554646
대전,유성구,2024-02-15,YouTube,캠페인_T,추천링크,모바일,Android,Samsung Internet,1169,708,6018,347,52.0,44,932361
서울,노원구,2024-02-15,Instagram,캠페인_N,자연검색,PC,Windows,Safari,130,122,649,63,40.9,6,981913
서울,송파구,2024-02-15,KakaoTalk,캠페인_Q,자연검색,모바일,Android,Chrome,889,539,4601,248,53.0,5,1108799
제주,제주시,2024-02-16,KakaoTalk,캠페인_F,검색광고,모바일,Android,Naver앱,3378,2086,18260,330,40.3,225,827362
광주,북구,2024-02-16,KakaoTalk,캠페인_C,검색광고,모바일,Android,Naver앱,378,243,1953,224,41.6,22,454069
대구,수성구,2024-02-17,TikTok,캠페인_O,자연검색,모바일,Android,Samsung Internet,2531,1819,9945,215,51.4,188,1031963
대전,서구,2024-02-17,YouTube,캠페인_G,검색광고,PC,Windows,Safari,3288,2044,18035,51,72.4,60,128354
대구,중구,2024-02-17,Instagram,캠페인_B,추천링크,모바일,iOS,Chrome,4230,2918,10120,232,23.3,28,1036328
대전,서구,2024-02-18,YouTube,캠페인_I,SNS광고,태블릿,Android,Edge,4283,2853,6947,113,86.0,26,976450
대전,서구,2024-02-19,TikTok,캠페인_B,검색광고,모바일,Android,Chrome,3815,2640,14409,142,59.9,239,337869
제주,제주시,2024-02-19,Facebook,캠페인_A,검색광고,모바일,Android,Edge,1718,1236,9672,241,82.3,13,1736510
서울,노원구,2024-02-19,Facebook,캠페인_O,자연검색,모바일,Windows,Safari,4519,4150,8582,253,29.4,367,462933
대구,북구,2024-02-19,Naver,캠페인_G,직접접속,모바일,iOS,Edge,2477,2121,8570,378,64.1,78,447323
인천,서구,2024-02-20,Instagram,캠페인_F,이메일,모바일,iOS,Chrome,3159,1930,12910,99,37.0,230,678393
경기,고양시,2024-02-20,Instagram,캠페인_B,SNS광고,모바일,Android,Safari,3199,2715,5500,30,45.9,68,1858100
서울,송파구,2024-02-20,TikTok,캠페인_A,직접접속,모바일,Windows,Samsung Internet,2746,1759,7174,139,86.5,29,537130
대전,서구,2024-02-21,Naver,캠페인_S,검색광고,모바일,iOS,Chrome,520,333,1396,100,33.4,34,254829
대구,중구,2024-02-22,Instagram,캠페인_S,자연검색,모바일,Android,Chrome,3492,2728,6649,160,70.6,279,1132754
광주,북구,2024-02-22,TikTok,캠페인_F,자연검색,모바일,Android,Chrome,3672,2662,13272,148,33.6,276,95414
부산,해운대구,2024-02-23,Instagram,캠페인_L,자연검색,모바일,Android,Edge,996,727,2788,182,78.4,37,1811152
광주,북구,2024-02-23,Facebook,캠페인_G,검색광고,모바일,Android,Chrome,1813,1506,9996,222,73.6,156,1014060
광주,북구,2024-02-23,Instagram,캠페인_P,검색광고,모바일,iOS,Chrome,1395,1305,5051,28,49.7,73,1663310
대구,수성구,2024-02-23,Facebook,캠페인_N,SNS광고,PC,Android,Safari,3393,2293,15249,178,87.3,56,1410851
서울,서초구,2024-02-23,KakaoTalk,캠페인_I,SNS광고,PC,Android,Safari,652,546,1277,292,86.3,55,116506
부산,동래구,2024-02-23,Instagram,캠페인_C,검색광고,PC,Android,Chrome,4463,3759,20565,252,45.2,427,1595895
인천,연수구,2024-02-24,YouTube,캠페인_N,SNS광고,모바일,Windows,Chrome,4553,3969,19308,319,30.7,375,1162974
부산,동래구,2024-02-25,Facebook,캠페인_I,SNS광고,모바일,Windows,Chrome,1428,1235,5317,302,64.5,56,1945051
서울,노원구,2024-02-25,TikTok,캠페인_R,추천링크,모바일,iOS,Samsung Internet,832,593,2243,376,31.5,68,17785
광주,서구,2024-02-25,Facebook,캠페인_S,검색광고,태블릿,Android,Chrome,3695,2835,9591,352,59.8,187,1961906
경기,부천시,2024-02-25,Facebook,캠페인_O,자연검색,모바일,iOS,Safari,1313,809,2967,160,81.4,66,451083
인천,부평구,2024-02-26,Facebook,캠페인_K,SNS광고,태블릿,Windows,Samsung Internet,1544,1363,3173,310,53.0,142,1210900
광주,서구,2024-02-26,YouTube,캠페인_R,직접접속,PC,Android,Chrome,3900,3063,17971,352,18.1,159,6188
경기,고양시,2024-02-26,YouTube,캠페인_C,검색광고,태블릿,iOS,Safari,3928,2871,6887,155,24.4,240,1419533
서울,노원구,2024-02-27,KakaoTalk,캠페인_S,직접접속,태블릿,iOS,Edge,388,305,1041,41,60.7,2,937536
대전,유성구,2024-02-27,Naver,캠페인_S,검색광고,모바일,Android,Safari,479,446,1112,321,47.0,27,1582545
대전,서구,2024-02-27,KakaoTalk,캠페인_L,SNS광고,태블릿,iOS,Edge,1218,799,6811,228,42.1,70,386967
대전,서구,2024-02-27,TikTok,캠페인_Q,SNS광고,PC,Windows,Safari,2638,2494,5205,17,69.2,214,1171976
제주,서귀포시,2024-02-27,Naver,캠페인_N,이메일,모바일,Android,Naver앱,173,137,509,184,55.6,1,1171571
대전,서구,2024-02-28,Naver,캠페인_S,SNS광고,태블릿,Android,Samsung Internet,3416,2681,7036,351,64.9,214,831252
인천,서구,2024-02-28,Naver,캠페인_Q,SNS광고,모바일,Android,Edge,2325,2149,6655,135,46.8,19,495798
대전,중구,2024-02-28,Naver,캠페인_G,자연검색,PC,Android,Safari,942,670,5226,43,68.6,27,955699
대구,중구,2024-02-28,Instagram,캠페인_T,자연검색,모바일,iOS,Edge,702,588,1462,46,66.9,38,502926
광주,북구,2024-02-28,Instagram,캠페인_Q,추천링크,모바일,Android,Samsung Internet,318,193,1745,87,18.6,20,686129
부산,수영구,2024-02-28,Facebook,캠페인_A,검색광고,모바일,macOS,Samsung Internet,3275,2017,8200,262,45.7,128,1705603
서울,종로구,2024-02-29,TikTok,캠페인_T,검색광고,PC,Windows,Chrome,2855,1786,5559,304,63.3,190,162556
서울,종로구,2024-03-01,Instagram,캠페인_G,검색광고,모바일,Android,Chrome,2614,1684,15306,153,62.6,102,745542
부산,해운대구,2024-03-02,KakaoTalk,캠페인_L,검색광고,모바일,macOS,Chrome,2842,2488,13389,132,33.6,222,1659706
광주,서구,2024-03-02,Naver,캠페인_H,SNS광고,PC,iOS,Chrome,1570,955,3620,140,17.6,53,152584
광주,광산구,2024-03-03,YouTube,캠페인_C,이메일,모바일,Windows,Chrome,2522,2257,4713,303,18.6,216,251702
대전,중구,2024-03-03,KakaoTalk,캠페인_R,이메일,모바일,Android,Safari,3878,3076,18839,378,45.8,316,984688
대전,서구,2024-03-03,Naver,캠페인_H,자연검색,모바일,Android,Safari,3524,2357,21133,334,19.6,102,923915
대구,북구,2024-03-03,Naver,캠페인_N,SNS광고,모바일,Android,Samsung Internet,1962,1284,7076,57,55.2,105,243481
인천,부평구,2024-03-03,YouTube,캠페인_M,SNS광고,모바일,Windows,Naver앱,4872,3825,14769,143,47.5,50,855871
제주,제주시,2024-03-03,Naver,캠페인_C,검색광고,모바일,iOS,Samsung Internet,1901,1757,5655,70,54.8,143,1105675
인천,부평구,2024-03-04,Instagram,캠페인_J,SNS광고,모바일,Android,Samsung Internet,4498,3027,7053,172,22.6,119,1794938
대전,중구,2024-03-04,Facebook,캠페인_H,검색광고,모바일,iOS,Samsung Internet,4828,3529,11600,392,33.7,418,1740265
대구,중구,2024-03-04,Instagram,캠페인_S,추천링크,PC,iOS,Chrome,1315,1060,2041,245,30.8,78,1856622
인천,연수구,2024-03-05,Facebook,캠페인_R,자연검색,모바일,iOS,Samsung Internet,4790,3816,10229,58,35.7,100,608145
제주,제주시,2024-03-05,KakaoTalk,캠페인_A,검색광고,모바일,Android,Chrome,3945,2890,15835,292,73.9,301,540400
대구,수성구,2024-03-05,TikTok,캠페인_D,SNS광고,태블릿,iOS,Samsung Internet,3225,2686,10069,75,75.9,111,429955
대전,서구,2024-03-06,Naver,캠페인_M,직접접속,모바일,Windows,Chrome,2710,2085,4468,332,51.0,194,1896929
경기,부천시,2024-03-07,Facebook,캠페인_Q,SNS광고,모바일,Android,Safari,3081,2075,17236,283,27.3,48,1850604
광주,서구,2024-03-08,TikTok,캠페인_T,SNS광고,모바일,iOS,Edge,2582,2224,4536,230,48.6,169,497586
제주,제주시,2024-03-09,YouTube,캠페인_L,검색광고,모바일,Android,Chrome,2817,1936,16815,144,65.4,149,1331589
광주,북구,2024-03-09,Facebook,캠페인_J,SNS광고,모바일,Windows,Samsung Internet,2041,1871,6160,138,82.8,78,964065
광주,광산구,2024-03-09,Naver,캠페인_E,검색광고,PC,Android,Safari,1451,1215,7326,215,26.6,36,298527
대구,달서구,2024-03-09,KakaoTalk,캠페인_C,자연검색,모바일,Android,Chrome,1428,1283,3791,360,23.9,83,1550352
대구,달서구,2024-03-09,TikTok,캠페인_A,검색광고,모바일,Android,Samsung Internet,3811,3154,14676,49,39.1,140,1133273
경기,용인시,2024-03-10,Instagram,캠페인_C,SNS광고,PC,iOS,Edge,2270,2101,7376,255,84.4,230,425290
경기,안산시,2024-03-10,YouTube,캠페인_A,추천링크,모바일,Windows,Safari,1333,1087,2605,197,79.4,55,1238812
인천,부평구,2024-03-10,Facebook,캠페인_E,자연검색,PC,Android,Chrome,2884,1958,5435,217,20.5,34,681817
서울,서초구,2024-03-10,Instagram,캠페인_E,SNS광고,PC,Windows,Chrome,3353,2579,19509,246,48.9,99,1062899
부산,동래구,2024-03-10,Instagram,캠페인_N,자연검색,PC,Android,Safari,4752,3829,7799,220,57.6,386,1321631
경기,부천시,2024-03-11,TikTok,캠페인_B,직접접속,모바일,Android,Samsung Internet,258,188,1267,231,32.9,5,1020446
대구,중구,2024-03-11,Facebook,캠페인_S,SNS광고,모바일,Android,Chrome,3241,2956,10165,285,63.1,74,938188
서울,영등포구,2024-03-11,YouTube,캠페인_H,SNS광고,모바일,iOS,Chrome,1538,1324,8866,331,25.5,52,981402
경기,남양주시,2024-03-11,KakaoTalk,캠페인_H,직접접속,모바일,Android,Edge,3299,2485,11879,169,37.0,147,1976542
대전,유성구,2024-03-12,Naver,캠페인_L,직접접속,모바일,Android,Chrome,4857,3066,23699,373,30.8,157,1350208
제주,서귀포시,2024-03-12,KakaoTalk,캠페인_A,검색광고,모바일,Android,Samsung Internet,1840,1179,9277,65,60.0,96,540104
대구,북구,2024-03-12,Instagram,캠페인_I,SNS광고,모바일,iOS,Chrome,623,572,1554,364,20.1,60,98622
제주,제주시,2024-03-12,TikTok,캠페인_P,자연검색,모바일,Windows,Samsung Internet,1179,1062,6209,79,30.8,43,1291176
제주,서귀포시,2024-03-13,Instagram,캠페인_T,직접접속,모바일,Android,Safari,3000,2807,11054,194,42.4,234,590786
서울,강서구,2024-03-13,YouTube,캠페인_A,자연검색,모바일,iOS,Chrome,659,443,1917,27,59.8,13,1047410
인천,남동구,2024-03-15,Facebook,캠페인_D,검색광고,모바일,Android,Safari,4766,3837,18796,173,74.4,226,1523623
제주,서귀포시,2024-03-15,Facebook,캠페인_N,자연검색,모바일,Android,Safari,3829,2495,16834,237,40.2,87,106713
대전,서구,2024-03-16,YouTube,캠페인_S,이메일,모바일,Windows,Safari,342,314,1330,20,68.4,30,1010995
광주,광산구,2024-03-16,Facebook,캠페인_K,직접접속,모바일,iOS,Chrome,2409,2133,11340,10,37.0,144,122433
대전,중구,2024-03-17,TikTok,캠페인_L,자연검색,PC,iOS,Chrome,4117,3475,11627,69,21.1,54,1657029
서울,마포구,2024-03-17,TikTok,캠페인_P,SNS광고,PC,Android,Safari,690,515,2895,114,67.2,19,1461592
부산,사상구,2024-03-18,Instagram,캠페인_B,검색광고,모바일,macOS,Chrome,766,596,1402,386,37.0,49,1941578
경기,고양시,2024-03-19,Facebook,캠페인_B,자연검색,모바일,Android,Chrome,4623,4039,9248,243,56.4,466,366677
인천,남동구,2024-03-19,TikTok,캠페인_T,검색광고,PC,iOS,Chrome,2701,2097,5511,350,16.5,234,28224
인천,서구,2024-03-19,Facebook,캠페인_J,추천링크,모바일,Android,Chrome,4557,3117,25410,236,48.5,206,504201
서울,노원구,2024-03-19,Facebook,캠페인_J,검색광고,모바일,iOS,Samsung Internet,1004,665,2500,289,40.6,50,1519152
제주,제주시,2024-03-20,Naver,캠페인_A,검색광고,PC,Windows,Safari,4855,3748,9426,263,57.9,120,126518
대구,북구,2024-03-20,Facebook,캠페인_N,SNS광고,모바일,Android,Safari,3435,2135,6495,342,74.6,12,1821873
광주,북구,2024-03-21,TikTok,캠페인_G,SNS광고,PC,Windows,Samsung Internet,3751,2344,21852,161,58.0,128,1671531
제주,제주시,2024-03-21,TikTok,캠페인_N,SNS광고,모바일,macOS,Chrome,2001,1320,7117,343,37.6,120,1239638
서울,영등포구,2024-03-21,TikTok,캠페인_M,검색광고,태블릿,iOS,Safari,2710,2177,15867,122,50.7,123,929502
제주,서귀포시,2024-03-22,YouTube,캠페인_N,직접접속,모바일,Android,Chrome,3428,3079,13108,84,69.6,323,876075
부산,수영구,2024-03-22,TikTok,캠페인_B,자연검색,PC,iOS,Safari,1904,1570,9150,295,46.6,32,1775088
부산,동래구,2024-03-22,YouTube,캠페인_O,추천링크,PC,Android,Samsung Internet,2127,1667,10113,366,70.6,44,939851
대구,중구,2024-03-22,Instagram,캠페인_D,검색광고,PC,Android,Chrome,2567,1731,9842,161,56.9,114,1188426
광주,광산구,2024-03-22,TikTok,캠페인_K,직접접속,태블릿,Android,Chrome,4322,3681,17836,124,28.2,408,1755754
부산,동래구,2024-03-22,Instagram,캠페인_F,이메일,모바일,iOS,Chrome,3846,3480,10456,105,15.1,141,449934
대구,북구,2024-03-22,TikTok,캠페인_R,SNS광고,PC,macOS,Chrome,4155,2868,7215,208,58.9,251,614222
제주,제주시,2024-03-22,TikTok,캠페인_T,자연검색,모바일,iOS,Naver앱,2519,1760,13146,163,27.3,174,73769
대구,북구,2024-03-23,YouTube,캠페인_Q,직접접속,모바일,iOS,Chrome,3580,2416,16469,331,54.8,66,1799374
대전,중구,2024-03-23,TikTok,캠페인_A,이메일,PC,Windows,Edge,3282,2114,19097,239,55.9,134,388373
인천,연수구,2024-03-24,TikTok,캠페인_P,SNS광고,모바일,iOS,Safari,2294,2008,6817,74,87.0,69,253856
대구,수성구,2024-03-24,Naver,캠페인_C,검색광고,모바일,Windows,Naver앱,3823,2471,16295,264,37.4,243,1900202
대전,서구,2024-03-24,TikTok,캠페인_N,SNS광고,모바일,Android,Samsung Internet,1107,803,2576,327,75.2,52,1262949
부산,해운대구,2024-03-25,TikTok,캠페인_F,자연검색,모바일,Android,Chrome,1895,1484,3181,336,83.3,169,1668823
인천,서구,2024-03-25,TikTok,캠페인_P,검색광고,모바일,Windows,Safari,2167,1828,9643,115,85.9,201,1638754
인천,서구,2024-03-25,Naver,캠페인_N,SNS광고,태블릿,iOS,Chrome,4143,3058,15423,313,36.9,209,1888638
서울,강남구,2024-03-26,TikTok,캠페인_Q,검색광고,모바일,macOS,Samsung Internet,4443,4119,21654,11,20.6,218,459381
인천,남동구,2024-03-26,KakaoTalk,캠페인_H,검색광고,모바일,Android,Chrome,2519,1922,4421,338,49.0,184,1182639
부산,북구,2024-03-26,Facebook,캠페인_S,자연검색,PC,Android,Chrome,826,529,1704,193,18.5,39,1081148
경기,부천시,2024-03-26,KakaoTalk,캠페인_T,직접접속,모바일,macOS,Edge,1986,1853,11566,398,27.4,149,605262
인천,서구,2024-03-27,TikTok,캠페인_B,자연검색,모바일,Android,Chrome,4992,4108,27600,309,87.1,443,361597
경기,안산시,2024-03-27,Naver,캠페인_C,SNS광고,모바일,Android,Edge,1508,1114,4047,58,57.5,43,1492145
대전,중구,2024-03-28,TikTok,캠페인_F,SNS광고,모바일,Windows,Edge,2605,2409,15342,126,16.7,74,358596
부산,사상구,2024-03-28,TikTok,캠페인_C,검색광고,모바일,Android,Safari,407,266,706,173,41.4,15,1916193
부산,사상구,2024-03-28,YouTube,캠페인_G,자연검색,모바일,iOS,Edge,3841,3052,17180,93,26.0,169,1938243
제주,제주시,2024-03-28,KakaoTalk,캠페인_P,SNS광고,모바일,Android,Samsung Internet,2262,1701,4545,228,39.9,188,13078
대구,중구,2024-03-29,TikTok,캠페인_L,SNS광고,모바일,Windows,Chrome,1635,1312,5476,370,76.8,114,886700
경기,성남시,2024-03-29,TikTok,캠페인_G,SNS광고,모바일,Android,Safari,3853,3381,18671,354,66.9,54,1315193
제주,제주시,2024-03-29,Naver,캠페인_N,이메일,모바일,iOS,Naver앱,3506,2336,8088,13,30.9,193,1574201
광주,서구,2024-03-29,Instagram,캠페인_J,자연검색,모바일,Android,Chrome,1184,891,6693,245,84.4,95,1342860
제주,제주시,2024-03-30,Instagram,캠페인_I,SNS광고,모바일,Android,Edge,2614,1697,6084,260,22.2,68,1763487
대전,서구,2024-03-30,KakaoTalk,캠페인_J,자연검색,모바일,Android,Safari,2911,2100,13275,40,16.6,118,919894
인천,부평구,2024-03-30,Facebook,캠페인_G,추천링크,PC,iOS,Naver앱,1908,1278,6137,346,73.6,14,269800
부산,해운대구,2024-03-30,Instagram,캠페인_Q,검색광고,모바일,Android,Chrome,2274,1406,9742,286,20.0,79,1870439
인천,서구,2024-03-30,Facebook,캠페인_N,자연검색,모바일,iOS,Safari,2066,1254,5626,41,17.2,41,547015
대전,중구,2024-03-30,TikTok,캠페인_Q,직접접속,PC,iOS,Naver앱,1226,782,1873,120,34.7,26,1932898
대구,수성구,2024-03-31,Facebook,캠페인_Q,직접접속,태블릿,macOS,Chrome,2944,2403,16585,213,18.8,34,26601
대구,중구,2024-03-31,Instagram,캠페인_R,검색광고,모바일,Android,Chrome,1373,1067,5555,16,26.8,83,1313832
경기,화성시,2024-04-01,TikTok,캠페인_R,SNS광고,모바일,Android,Safari,1827,1342,9400,247,29.6,22,1696570
서울,마포구,2024-04-01,Instagram,캠페인_G,직접접속,모바일,Android,Samsung Internet,1785,1340,6838,169,56.6,131,1940062
제주,제주시,2024-04-02,KakaoTalk,캠페인_H,SNS광고,PC,macOS,Naver앱,2076,1755,11044,232,20.5,140,1003278
서울,강서구,2024-04-02,TikTok,캠페인_H,검색광고,모바일,iOS,Naver앱,820,727,1773,388,49.7,21,914731
제주,서귀포시,2024-04-02,YouTube,캠페인_H,자연검색,PC,Android,Edge,3470,2717,11958,17,51.8,215,1413088
인천,연수구,2024-04-03,KakaoTalk,캠페인_G,SNS광고,모바일,Android,Safari,3098,2421,7858,361,48.1,229,1005140
경기,부천시,2024-04-03,Facebook,캠페인_H,자연검색,모바일,iOS,Safari,4689,2947,24020,268,48.4,154,1203465
제주,서귀포시,2024-04-04,Facebook,캠페인_J,자연검색,모바일,macOS,Samsung Internet,4090,3731,14074,26,85.9,331,1968741
대전,유성구,2024-04-04,YouTube,캠페인_N,SNS광고,PC,Android,Chrome,4952,3506,15844,281,26.1,406,1836402
광주,광산구,2024-04-04,YouTube,캠페인_J,자연검색,모바일,Windows,Safari,1739,1085,7366,172,48.6,39,1375421
경기,용인시,2024-04-05,Instagram,캠페인_L,SNS광고,모바일,Windows,Safari,58,40,347,282,28.6,3,145904
부산,동래구,2024-04-05,KakaoTalk,캠페인_I,SNS광고,모바일,iOS,Chrome,3697,3140,5941,339,40.9,172,75324
대전,중구,2024-04-05,Facebook,캠페인_D,SNS광고,태블릿,iOS,Safari,4727,3462,13779,271,51.3,101,1959835
대전,서구,2024-04-05,Naver,캠페인_P,SNS광고,모바일,iOS,Chrome,1419,1005,3616,144,49.7,113,1616377
부산,동래구,2024-04-05,TikTok,캠페인_C,이메일,모바일,Windows,Samsung Internet,2324,2203,11252,30,85.9,240,28312
광주,북구,2024-04-06,Naver,캠페인_D,자연검색,모바일,iOS,Samsung Internet,1567,1272,4443,235,45.2,10,1946851
경기,고양시,2024-04-06,Facebook,캠페인_M,검색광고,PC,Android,Edge,443,409,1114,377,31.7,43,987126
서울,마포구,2024-04-06,KakaoTalk,캠페인_C,SNS광고,모바일,Windows,Safari,1039,929,5095,170,86.7,7,1327116
대전,유성구,2024-04-06,KakaoTalk,캠페인_Q,추천링크,모바일,iOS,Chrome,3277,2202,11886,386,87.4,247,1736406
경기,고양시,2024-04-06,Naver,캠페인_P,직접접속,모바일,macOS,Safari,558,423,2387,114,26.9,33,95210
경기,성남시,2024-04-07,KakaoTalk,캠페인_L,자연검색,모바일,Windows,Chrome,2641,1878,5230,98,61.3,217,916502
대구,북구,2024-04-08,Facebook,캠페인_R,직접접속,모바일,iOS,Chrome,614,532,3288,384,50.4,33,9565
광주,서구,2024-04-08,KakaoTalk,캠페인_R,SNS광고,PC,iOS,Edge,3339,3097,6885,43,62.9,166,117141
부산,수영구,2024-04-08,Instagram,캠페인_M,자연검색,모바일,Android,Chrome,3717,2968,17363,152,84.2,190,566987
대구,중구,2024-04-09,Instagram,캠페인_E,자연검색,모바일,Android,Chrome,4782,4453,17520,216,18.2,227,1506912
서울,강서구,2024-04-10,Instagram,캠페인_G,이메일,모바일,iOS,Chrome,4300,3381,14654,283,16.6,119,1380537
