날짜,캠페인명,플랫폼,광고형식,소재유형,색감,해시태그수,텍스트길이,동영상길이(초),노출수,클릭수,CTR(%),좋아요,공유,광고비(원),전환수,소재평점,A/B그룹
2023-11-30,캠페인_P,YouTube,스토리,긴급성강조형,파스텔,7,294,0,178064,5128,2.88,7754,286,1655023,288,7.4,B
2023-12-01,캠페인_K,Facebook,릴스,긴급성강조형,파스텔,1,269,117,180263,5000,2.77,6904,573,957142,226,9.6,C
2023-12-01,캠페인_R,Facebook,이미지,정보제공형,파스텔,1,247,0,46430,632,1.36,1543,43,1733067,49,9.1,B
2023-12-01,캠페인_I,Naver,동영상,혜택강조형,파스텔,0,55,60,56598,3053,5.39,1100,107,1609865,213,1.1,C
2023-12-02,캠페인_H,Instagram,스토리,혜택강조형,어두움,2,208,0,7361,422,5.73,135,4,1754062,31,5.7,C
2023-12-02,캠페인_N,Naver,카드뉴스,감성소구형,비비드,14,287,0,91794,3990,4.35,4614,118,2057493,121,1.4,B
2023-12-02,캠페인_H,KakaoTalk,동영상,유머형,파스텔,11,117,43,4154,191,4.6,154,12,1379215,16,6.4,B
2023-12-03,캠페인_S,KakaoTalk,이미지,감성소구형,밝음,6,117,0,126494,7152,5.65,7396,321,2343236,232,4.3,A
2023-12-03,캠페인_B,TikTok,릴스,정보제공형,파스텔,6,191,81,14614,889,6.08,713,43,1224332,64,7.9,B
2023-12-04,캠페인_E,Facebook,릴스,감성소구형,파스텔,5,140,115,87724,4090,4.66,1469,166,2509065,357,9.0,C
2023-12-04,캠페인_Q,TikTok,동영상,정보제공형,모노톤,5,108,77,79671,1065,1.34,2131,70,1489419,26,3.5,A
2023-12-04,캠페인_D,Naver,릴스,긴급성강조형,어두움,5,25,7,125187,4576,3.66,4705,435,351483,322,3.5,C
2023-12-05,캠페인_I,YouTube,카드뉴스,긴급성강조형,모노톤,3,19,0,120483,1123,0.93,7140,664,1850362,85,8.1,B
2023-12-05,캠페인_O,Instagram,배너,감성소구형,밝음,8,173,0,114159,5677,4.97,3789,293,2433429,301,3.8,B
2023-12-06,캠페인_P,TikTok,배너,유머형,파스텔,7,74,0,196115,9746,4.97,11139,238,2931280,445,2.3,C
2023-12-06,캠페인_J,YouTube,동영상,유머형,어두움,6,193,73,60990,361,0.59,2511,193,1808928,10,9.4,C
2023-12-06,캠페인_J,YouTube,동영상,정보제공형,어두움,10,131,102,75451,4740,6.28,2948,158,828848,362,8.7,B
2023-12-06,캠페인_P,Instagram,스토리,혜택강조형,어두움,12,131,0,195861,1427,0.73,6236,471,961085,139,9.9,C
2023-12-07,캠페인_L,YouTube,카드뉴스,정보제공형,모노톤,2,22,0,55177,289,0.52,2171,171,2903040,23,1.2,B
2023-12-08,캠페인_H,Instagram,배너,정보제공형,비비드,7,294,0,34507,1096,3.18,676,34,1201201,103,4.0,B
2023-12-09,캠페인_I,Instagram,스토리,감성소구형,밝음,7,121,0,3674,203,5.53,131,10,516716,13,3.2,A
2023-12-09,캠페인_I,Facebook,스토리,긴급성강조형,비비드,10,280,0,10670,368,3.45,514,32,760702,7,2.2,C
2023-12-10,캠페인_S,TikTok,이미지,유머형,어두움,4,163,0,90760,1679,1.85,4408,134,2242566,129,4.1,A
2023-12-10,캠페인_L,Instagram,릴스,긴급성강조형,비비드,9,56,74,138326,6518,4.71,2684,189,2621785,272,9.5,C
2023-12-10,캠페인_S,Instagram,릴스,정보제공형,어두움,2,221,61,195748,10492,5.36,4930,319,2498579,970,6.0,C
2023-12-11,캠페인_E,Instagram,스토리,유머형,모노톤,0,275,0,61887,590,0.95,2815,78,1154033,51,3.3,B
2023-12-12,캠페인_T,Instagram,스토리,정보제공형,밝음,4,200,0,19335,1322,6.84,733,33,406638,58,6.0,A
2023-12-12,캠페인_D,KakaoTalk,동영상,긴급성강조형,밝음,11,84,33,195529,3495,1.79,6535,210,790213,173,9.7,A
2023-12-12,캠페인_O,Naver,릴스,혜택강조형,비비드,2,172,108,92380,2481,2.69,1723,58,1041061,174,6.3,A
2023-12-13,캠페인_Q,YouTube,스토리,유머형,어두움,13,265,0,127300,3288,2.58,3200,123,2165007,89,2.5,B
2023-12-13,캠페인_C,Naver,릴스,유머형,밝음,7,212,88,16900,86,0.51,321,21,1366291,4,6.7,A
2023-12-13,캠페인_G,YouTube,이미지,정보제공형,어두움,13,213,0,93864,2825,3.01,3224,242,350652,102,4.2,A
2023-12-13,캠페인_A,Facebook,배너,유머형,파스텔,3,272,0,183950,11769,6.4,4086,125,1081723,1040,9.7,A
2023-12-13,캠페인_A,Facebook,동영상,긴급성강조형,파스텔,9,59,32,50845,2395,4.71,854,44,327266,44,6.3,A
2023-12-14,캠페인_H,Facebook,릴스,감성소구형,밝음,5,248,119,81131,2440,3.01,1048,55,695723,49,9.9,A
2023-12-14,캠페인_R,KakaoTalk,이미지,유머형,모노톤,0,146,0,74009,1958,2.65,4176,277,1125972,85,5.1,B
2023-12-14,캠페인_L,Naver,릴스,혜택강조형,어두움,11,149,89,196428,10247,5.22,8785,258,128130,714,4.7,B
2023-12-14,캠페인_R,TikTok,동영상,유머형,모노톤,14,42,62,192306,5312,2.76,4852,285,1295759,418,1.1,C
2023-12-14,캠페인_S,YouTube,배너,긴급성강조형,비비드,0,16,0,61117,2471,4.04,3607,292,1224692,110,7.6,C
2023-12-15,캠페인_T,Facebook,릴스,혜택강조형,어두움,4,189,109,62056,4129,6.65,3553,71,2150315,106,8.1,B
2023-12-15,캠페인_E,KakaoTalk,동영상,긴급성강조형,밝음,11,69,19,27907,1463,5.24,938,103,1681854,143,2.8,B
2023-12-16,캠페인_D,KakaoTalk,동영상,유머형,어두움,11,56,29,151214,2565,1.7,6803,532,539731,143,9.0,A
2023-12-16,캠페인_K,Instagram,동영상,혜택강조형,어두움,14,281,31,135716,811,0.6,7737,516,2775401,10,3.5,A
2023-12-16,캠페인_E,TikTok,동영상,혜택강조형,어두움,5,39,79,103511,5723,5.53,4956,168,2027985,384,7.6,B
2023-12-16,캠페인_S,TikTok,릴스,혜택강조형,밝음,10,38,84,129902,793,0.61,4027,397,81315,61,3.9,A
2023-12-16,캠페인_M,Facebook,이미지,혜택강조형,어두움,11,95,0,69304,4399,6.35,3315,383,622781,121,1.9,A
2023-12-16,캠페인_E,KakaoTalk,배너,정보제공형,밝음,13,279,0,112851,2254,2.0,6510,477,269178,166,4.5,C
2023-12-16,캠페인_J,YouTube,스토리,감성소구형,파스텔,0,186,0,169565,7894,4.66,1013,91,300127,255,8.2,B
2023-12-17,캠페인_J,KakaoTalk,이미지,긴급성강조형,어두움,7,123,0,129452,5835,4.51,3105,134,54022,340,1.6,C
2023-12-18,캠페인_O,TikTok,릴스,긴급성강조형,파스텔,10,191,105,25474,1356,5.32,808,94,509796,82,1.5,B
2023-12-19,캠페인_L,Naver,카드뉴스,혜택강조형,밝음,5,30,0,88981,2023,2.27,3319,128,1798185,199,2.9,C
2023-12-19,캠페인_I,YouTube,카드뉴스,감성소구형,어두움,0,122,0,128849,5469,4.24,6507,411,2658197,170,8.4,B
2023-12-19,캠페인_I,TikTok,스토리,혜택강조형,어두움,4,256,0,56164,1061,1.89,1291,34,2136560,57,7.8,C
2023-12-19,캠페인_Q,Naver,릴스,정보제공형,모노톤,11,199,75,158798,4177,2.63,4468,345,929272,95,3.5,A
2023-12-20,캠페인_B,Naver,스토리,혜택강조형,비비드,12,109,0,173850,9378,5.39,2125,153,2732276,598,9.4,B
2023-12-21,캠페인_B,Facebook,이미지,긴급성강조형,모노톤,4,200,0,116855,6478,5.54,4003,350,1368466,593,10.0,B
2023-12-21,캠페인_P,Instagram,스토리,혜택강조형,모노톤,10,122,0,25936,439,1.69,740,62,2994317,28,5.6,B
2023-12-21,캠페인_B,Facebook,카드뉴스,긴급성강조형,비비드,8,29,0,146804,5302,3.61,1373,116,1595414,401,7.7,C
2023-12-22,캠페인_N,Naver,스토리,긴급성강조형,어두움,1,128,0,172985,9950,5.75,8832,683,2756561,453,9.4,B
2023-12-22,캠페인_T,Instagram,이미지,유머형,파스텔,3,220,0,182027,5159,2.83,2569,255,441455,291,7.6,B
2023-12-22,캠페인_M,TikTok,스토리,정보제공형,파스텔,2,67,0,144202,6346,4.4,6634,166,2657905,401,5.9,A
2023-12-23,캠페인_P,TikTok,카드뉴스,혜택강조형,밝음,14,154,0,1349,37,2.74,48,4,2444342,1,7.5,C
2023-12-23,캠페인_A,TikTok,동영상,정보제공형,비비드,2,211,76,171964,5123,2.98,6196,465,1860340,274,9.8,B
2023-12-23,캠페인_C,KakaoTalk,동영상,혜택강조형,밝음,8,115,51,181807,8026,4.41,9278,962,1709074,298,2.4,B
2023-12-23,캠페인_S,TikTok,스토리,유머형,어두움,7,55,0,178772,9345,5.23,975,68,1623432,639,5.0,A
2023-12-24,캠페인_F,YouTube,이미지,긴급성강조형,어두움,4,74,0,15148,349,2.3,716,20,2753058,17,3.8,C
2023-12-24,캠페인_T,YouTube,배너,정보제공형,어두움,6,118,0,82978,5037,6.07,2730,87,563343,134,1.4,B
2023-12-24,캠페인_Q,Naver,동영상,감성소구형,파스텔,4,104,97,124127,7954,6.41,6098,554,2408646,199,6.9,B
2023-12-25,캠페인_M,Instagram,스토리,정보제공형,비비드,5,102,0,173408,1567,0.9,8654,668,2872500,28,9.4,B
2023-12-25,캠페인_S,Facebook,이미지,유머형,비비드,13,247,0,159590,7484,4.69,2612,133,45998,437,9.1,A
2023-12-25,캠페인_T,KakaoTalk,이미지,정보제공형,비비드,1,193,0,40835,355,0.87,349,40,799617,12,7.3,B
2023-12-26,캠페인_E,YouTube,릴스,긴급성강조형,모노톤,13,192,32,94508,4247,4.49,3674,93,404355,304,8.3,A
2023-12-27,캠페인_E,Naver,릴스,감성소구형,파스텔,7,26,43,39922,516,1.29,1036,70,2421690,51,1.5,A
2023-12-27,캠페인_D,Naver,동영상,혜택강조형,비비드,12,253,32,177929,2620,1.47,5020,241,2981207,143,3.0,A
2023-12-27,캠페인_J,TikTok,스토리,감성소구형,밝음,7,58,0,33442,1797,5.37,854,99,2393116,163,7.1,C
2023-12-27,캠페인_E,TikTok,스토리,감성소구형,모노톤,2,120,0,198570,5707,2.87,11374,1063,717254,350,8.6,C
2023-12-27,캠페인_M,Instagram,카드뉴스,감성소구형,파스텔,7,79,0,53211,1529,2.87,1334,78,2394695,89,1.2,B
2023-12-27,캠페인_I,YouTube,배너,긴급성강조형,어두움,11,79,0,76305,4761,6.24,2223,119,429272,101,8.3,A
2023-12-27,캠페인_Q,KakaoTalk,스토리,감성소구형,모노톤,4,283,0,10421,322,3.09,271,14,672799,20,8.5,B
2023-12-28,캠페인_F,Naver,이미지,긴급성강조형,파스텔,2,32,0,37029,2565,6.93,1739,71,1587364,254,3.9,A
2023-12-28,캠페인_H,KakaoTalk,동영상,감성소구형,비비드,12,243,42,191770,11003,5.74,3503,396,975365,433,4.6,A
2023-12-28,캠페인_I,Naver,동영상,혜택강조형,파스텔,6,98,86,127750,5763,4.51,3920,275,866166,462,2.8,C
2023-12-29,캠페인_B,Naver,배너,긴급성강조형,파스텔,2,253,0,25952,580,2.23,648,44,1683654,25,9.4,C
2023-12-29,캠페인_A,YouTube,이미지,감성소구형,모노톤,8,137,0,14486,499,3.44,867,88,255371,13,6.6,B
2023-12-29,캠페인_F,TikTok,배너,정보제공형,어두움,2,153,0,17995,1202,6.68,344,37,261526,62,6.2,B
2023-12-29,캠페인_S,Facebook,릴스,혜택강조형,밝음,13,132,7,126761,4205,3.32,2497,197,311130,367,8.1,C
2023-12-30,캠페인_L,TikTok,동영상,유머형,파스텔,11,75,78,48431,2523,5.21,959,84,1590564,96,6.6,B
2023-12-30,캠페인_F,Naver,배너,혜택강조형,비비드,1,204,0,54190,3545,6.54,1336,90,1803225,158,3.8,C
2023-12-30,캠페인_S,Facebook,배너,정보제공형,밝음,1,69,0,140345,1156,0.82,3889,141,2195324,103,4.7,C
2023-12-31,캠페인_M,KakaoTalk,배너,유머형,비비드,4,281,0,47323,3153,6.66,1593,34,2819318,230,5.1,A
2023-12-31,캠페인_P,YouTube,릴스,정보제공형,밝음,13,243,51,187294,8394,4.48,5668,652,363388,810,1.7,B
2023-12-31,캠페인_M,YouTube,배너,감성소구형,어두움,4,46,0,31188,424,1.36,1490,55,2312081,40,9.0,A
2024-01-01,캠페인_C,KakaoTalk,이미지,긴급성강조형,비비드,6,18,0,150913,9300,6.16,7942,180,213056,592,3.1,B
2024-01-01,캠페인_R,Naver,카드뉴스,유머형,밝음,14,261,0,130067,7870,6.05,5378,238,1316185,481,4.0,C
2024-01-04,캠페인_J,Facebook,동영상,혜택강조형,비비드,11,263,17,24166,730,3.02,692,20,2989190,28,8.1,C
2024-01-04,캠페인_Q,Instagram,릴스,감성소구형,비비드,8,193,29,103629,1147,1.11,5394,387,2016643,41,6.2,A
2024-01-04,캠페인_I,KakaoTalk,카드뉴스,감성소구형,모노톤,1,37,0,54204,291,0.54,414,17,2072303,10,7.7,B
2024-01-05,캠페인_I,Facebook,이미지,유머형,어두움,12,111,0,29613,1200,4.05,458,54,2304823,43,3.8,C
2024-01-06,캠페인_N,Instagram,릴스,정보제공형,비비드,4,51,82,136160,868,0.64,5804,160,1028493,59,7.0,C
2024-01-06,캠페인_N,Facebook,릴스,정보제공형,어두움,1,117,67,28743,601,2.09,510,42,2629954,46,1.7,B
2024-01-06,캠페인_S,TikTok,배너,감성소구형,밝음,6,293,0,67525,4508,6.68,633,18,2211134,295,3.2,B
2024-01-06,캠페인_H,Instagram,스토리,혜택강조형,모노톤,14,26,0,137300,7679,5.59,2088,142,1546101,646,4.3,C
2024-01-07,캠페인_J,KakaoTalk,스토리,감성소구형,어두움,2,96,0,103241,997,0.97,5777,410,72716,32,9.3,C
2024-01-08,캠페인_C,Naver,배너,유머형,모노톤,10,17,0,42932,1690,3.94,1862,199,150186,145,7.5,A
2024-01-08,캠페인_J,Facebook,스토리,혜택강조형,비비드,14,58,0,81322,4333,5.33,3073,257,760871,361,7.8,C
2024-01-08,캠페인_L,Facebook,카드뉴스,감성소구형,비비드,5,107,0,194688,6300,3.24,10480,1053,2738442,410,3.6,A
2024-01-08,캠페인_L,KakaoTalk,스토리,유머형,어두움,8,290,0,17325,1020,5.89,693,49,2732936,10,3.5,B
2024-01-09,캠페인_C,Instagram,동영상,유머형,모노톤,13,59,66,163176,6771,4.15,5584,180,2794337,404,6.6,A
2024-01-10,캠페인_C,Instagram,동영상,유머형,어두움,11,233,36,27590,522,1.89,250,11,1662511,44,7.1,A
2024-01-10,캠페인_J,TikTok,이미지,정보제공형,모노톤,4,32,0,83693,3642,4.35,2508,88,548693,265,3.9,B
2024-01-10,캠페인_B,KakaoTalk,카드뉴스,정보제공형,모노톤,1,211,0,165996,3870,2.33,1924,160,1449028,143,7.0,C
2024-01-11,캠페인_H,TikTok,동영상,정보제공형,모노톤,13,229,47,121746,4123,3.39,1806,108,1920699,366,5.2,C
2024-01-11,캠페인_R,Facebook,스토리,정보제공형,어두움,5,283,0,22996,1446,6.29,441,24,2920112,135,2.2,A
2024-01-11,캠페인_J,Facebook,릴스,유머형,파스텔,14,164,66,61004,3380,5.54,3310,168,2061941,312,7.0,A
2024-01-11,캠페인_P,Instagram,동영상,감성소구형,모노톤,1,208,113,132208,7505,5.68,1194,141,2890950,467,6.0,A
2024-01-12,캠페인_N,KakaoTalk,스토리,감성소구형,파스텔,6,108,0,129040,6183,4.79,6487,180,291942,258,4.5,A
2024-01-13,캠페인_R,Instagram,배너,정보제공형,파스텔,10,277,0,129304,7905,6.11,1109,76,323812,110,4.2,B
2024-01-13,캠페인_L,KakaoTalk,카드뉴스,긴급성강조형,비비드,1,222,0,60675,2387,3.93,903,32,990697,218,7.1,B
2024-01-13,캠페인_I,Naver,카드뉴스,정보제공형,파스텔,13,104,0,151267,9139,6.04,4607,142,2241973,591,6.4,B
2024-01-13,캠페인_A,TikTok,릴스,정보제공형,어두움,14,41,55,66404,3552,5.35,3033,259,141006,206,3.2,A
2024-01-14,캠페인_M,Facebook,스토리,정보제공형,비비드,10,118,0,49106,3393,6.91,1362,32,2276964,37,9.0,A
2024-01-14,캠페인_L,TikTok,이미지,감성소구형,모노톤,5,129,0,165706,11522,6.95,6617,336,723064,690,3.5,A
2024-01-14,캠페인_J,Instagram,스토리,정보제공형,비비드,14,291,0,190536,12648,6.64,4958,327,1565867,1217,6.3,B
2024-01-15,캠페인_L,TikTok,배너,정보제공형,모노톤,13,102,0,65442,2555,3.9,1272,127,1861950,220,5.6,C
2024-01-15,캠페인_K,Facebook,릴스,감성소구형,파스텔,8,95,112,127035,8504,6.69,7114,557,2137477,383,9.0,A
2024-01-15,캠페인_S,KakaoTalk,릴스,긴급성강조형,파스텔,10,73,51,131837,5526,4.19,4907,473,2564573,517,4.8,B
2024-01-16,캠페인_S,Facebook,카드뉴스,감성소구형,파스텔,14,165,0,140437,6749,4.81,911,66,2867622,99,1.1,C
2024-01-16,캠페인_P,Naver,릴스,감성소구형,밝음,12,212,79,7245,438,6.05,96,3,2310687,25,2.0,A
2024-01-16,캠페인_B,Instagram,카드뉴스,감성소구형,파스텔,4,268,0,146853,2634,1.79,7574,171,825878,58,2.0,B
2024-01-16,캠페인_L,KakaoTalk,배너,정보제공형,비비드,0,259,0,3745,135,3.6,21,2,2214272,1,6.6,C
2024-01-16,캠페인_T,YouTube,배너,정보제공형,밝음,1,35,0,186404,8595,4.61,5818,215,2763661,850,6.3,A
2024-01-16,캠페인_A,Naver,동영상,유머형,비비드,5,160,112,121278,6195,5.11,3205,83,2894208,571,9.1,B
2024-01-17,캠페인_E,TikTok,스토리,정보제공형,밝음,14,284,0,111399,3128,2.81,3473,93,152938,98,3.4,B
2024-01-17,캠페인_H,Facebook,배너,혜택강조형,어두움,4,146,0,6173,97,1.57,351,29,2643949,6,2.6,C
2024-01-17,캠페인_Q,Facebook,릴스,감성소구형,어두움,11,103,27,60461,2995,4.95,2893,198,2046911,100,5.5,A
2024-01-18,캠페인_S,Facebook,릴스,유머형,파스텔,10,84,103,38965,233,0.6,313,13,1712700,8,4.8,A
2024-01-18,캠페인_F,YouTube,스토리,긴급성강조형,비비드,12,149,0,145004,895,0.62,2747,270,1066606,14,2.7,C
2024-01-18,캠페인_O,YouTube,동영상,정보제공형,비비드,11,169,25,71527,4403,6.16,1605,87,2606564,217,4.4,C
2024-01-19,캠페인_T,Facebook,동영상,유머형,모노톤,2,70,44,73385,740,1.01,2865,81,497297,9,7.2,B
2024-01-20,캠페인_E,Instagram,스토리,유머형,파스텔,0,293,0,70745,3713,5.25,2034,104,947431,158,2.8,C
2024-01-20,캠페인_C,KakaoTalk,이미지,혜택강조형,비비드,14,218,0,164261,8159,4.97,2242,134,1501374,437,8.7,A
2024-01-20,캠페인_J,TikTok,릴스,정보제공형,어두움,8,266,88,170203,3192,1.88,9096,608,2552981,143,2.7,C
2024-01-21,캠페인_O,TikTok,스토리,감성소구형,비비드,5,67,0,161724,9063,5.6,5281,484,1726994,583,5.5,A
2024-01-21,캠페인_Q,Naver,이미지,정보제공형,어두움,5,130,0,157252,7130,4.53,7424,822,2518463,116,2.1,B
2024-01-22,캠페인_I,Instagram,배너,긴급성강조형,모노톤,7,253,0,173594,3497,2.01,7178,735,525040,44,9.1,B
2024-01-22,캠페인_F,Instagram,스토리,유머형,어두움,6,274,0,28482,1283,4.5,708,79,1078489,85,6.5,A
2024-01-22,캠페인_F,KakaoTalk,카드뉴스,혜택강조형,비비드,0,105,0,116208,7271,6.26,4629,207,2199406,643,6.0,A
2024-01-22,캠페인_O,TikTok,카드뉴스,긴급성강조형,비비드,1,149,0,25598,1763,6.89,854,19,2177404,69,1.2,A
2024-01-22,캠페인_P,KakaoTalk,카드뉴스,정보제공형,비비드,9,29,0,186071,8036,4.32,2557,115,1432021,622,9.1,A
2024-01-23,캠페인_F,Naver,카드뉴스,정보제공형,모노톤,8,157,0,10485,670,6.39,90,8,1032919,40,6.2,A
2024-01-23,캠페인_R,KakaoTalk,동영상,혜택강조형,어두움,11,147,36,136492,7728,5.66,5444,603,902568,726,2.5,A
2024-01-23,캠페인_R,YouTube,카드뉴스,감성소구형,모노톤,13,163,0,85230,4652,5.46,4878,259,195232,177,2.9,C
2024-01-23,캠페인_C,YouTube,스토리,혜택강조형,비비드,13,226,0,93061,3468,3.73,3876,305,2912075,199,8.4,C
2024-01-23,캠페인_A,YouTube,이미지,유머형,어두움,7,91,0,159530,9266,5.81,9160,464,2369176,665,7.8,A
2024-01-23,캠페인_S,KakaoTalk,카드뉴스,혜택강조형,파스텔,11,252,0,196293,12882,6.56,2619,101,1306109,870,3.0,B
2024-01-23,캠페인_E,Instagram,동영상,감성소구형,어두움,13,78,115,40489,1718,4.24,1019,96,257329,18,1.6,C
2024-01-23,캠페인_R,KakaoTalk,릴스,긴급성강조형,어두움,13,47,6,110680,6691,6.05,2993,155,1232431,96,3.5,C
2024-01-25,캠페인_M,YouTube,이미지,정보제공형,어두움,0,228,0,157432,6380,4.05,5349,350,2955348,601,1.7,C
2024-01-25,캠페인_N,Instagram,배너,정보제공형,파스텔,11,34,0,85468,1352,1.58,1523,155,468039,106,1.8,B
2024-01-26,캠페인_P,Naver,배너,유머형,어두움,6,276,0,88061,3850,4.37,1812,87,247531,106,6.8,A
2024-01-26,캠페인_I,Facebook,배너,정보제공형,어두움,0,174,0,69275,991,1.43,3305,130,1398198,49,6.1,C
2024-01-26,캠페인_I,TikTok,이미지,혜택강조형,비비드,0,201,0,127185,1241,0.98,5377,485,1395244,67,7.0,B
2024-01-27,캠페인_P,Instagram,이미지,감성소구형,어두움,6,146,0,26459,425,1.61,843,81,206497,9,7.3,C
2024-01-27,캠페인_R,TikTok,스토리,유머형,비비드,7,19,0,175845,10105,5.75,8082,825,621262,456,1.2,A
2024-01-27,캠페인_S,Instagram,동영상,유머형,파스텔,1,283,96,65368,700,1.07,2554,159,2892002,46,5.7,C
2024-01-28,캠페인_N,Naver,릴스,긴급성강조형,파스텔,2,124,83,2154,59,2.74,49,4,2562948,5,6.2,B
2024-01-28,캠페인_B,Instagram,카드뉴스,감성소구형,밝음,14,266,0,136598,7641,5.59,8103,203,2374930,288,2.5,A
2024-01-28,캠페인_J,KakaoTalk,이미지,감성소구형,비비드,2,167,0,48485,2985,6.16,1343,98,996884,128,2.3,A
2024-01-28,캠페인_B,Facebook,이미지,유머형,비비드,11,165,0,32610,2020,6.19,1599,165,1805870,51,6.7,B
2024-01-28,캠페인_T,KakaoTalk,이미지,유머형,어두움,14,284,0,191696,2468,1.29,7987,496,542026,88,1.1,A
2024-01-29,캠페인_Q,Naver,이미지,정보제공형,비비드,8,36,0,113273,6661,5.88,2099,215,2638065,130,1.3,A
2024-01-29,캠페인_P,Naver,릴스,유머형,어두움,4,281,83,179735,1317,0.73,10360,1198,1306971,106,2.3,C
2024-01-29,캠페인_N,TikTok,카드뉴스,감성소구형,밝음,0,110,0,118603,7343,6.19,3727,115,288151,238,2.5,B
2024-01-29,캠페인_C,Facebook,카드뉴스,혜택강조형,어두움,12,116,0,81486,1819,2.23,3177,121,2497389,70,5.1,B
2024-01-30,캠페인_G,KakaoTalk,동영상,혜택강조형,파스텔,0,251,98,140006,9428,6.73,1951,148,566606,838,4.0,A
2024-01-30,캠페인_Q,TikTok,이미지,혜택강조형,파스텔,1,285,0,40406,1271,3.15,1618,155,472529,99,4.6,B
2024-01-31,캠페인_O,TikTok,배너,정보제공형,비비드,7,132,0,12209,307,2.51,372,18,2203500,22,3.2,B
2024-01-31,캠페인_L,Naver,배너,유머형,비비드,10,265,0,66783,414,0.62,2350,277,2335541,9,1.7,A
2024-01-31,캠페인_J,KakaoTalk,카드뉴스,감성소구형,비비드,4,117,0,192426,12027,6.25,6398,539,2383455,210,6.3,A
2024-02-01,캠페인_S,TikTok,스토리,긴급성강조형,파스텔,4,92,0,79995,4740,5.93,2665,73,1026372,220,9.2,B
