날짜,플랫폼,캠페인명,연령대,성별,지역,관심사,기기,신규여부,노출수,클릭수,전환수,광고비(원),체류시간(초),페이지뷰,이탈률(%)
2024-02-06,Instagram,캠페인_C,35-44,남성,인천,패션,모바일,재방문,7625,57,5,242280,145,70,62.6
2024-02-06,Facebook,캠페인_A,35-44,남성,부산,운동/헬스,PC,재방문,32434,858,90,224163,175,2768,57.7
2024-02-06,Facebook,캠페인_S,18-24,여성,경기,운동/헬스,태블릿,재방문,37914,989,103,128698,177,2818,72.2
2024-02-07,Facebook,캠페인_O,35-44,남성,광주,운동/헬스,태블릿,신규,11224,597,67,120001,137,2231,67.7
2024-02-07,YouTube,캠페인_G,18-24,여성,서울,뷰티,모바일,재방문,11943,665,33,585826,192,1747,72.2
2024-02-07,TikTok,캠페인_H,55+,여성,서울,패션,모바일,신규,40851,1000,33,221158,50,2269,77.6
2024-02-07,Instagram,캠페인_T,25-34,남성,광주,음식,모바일,재방문,14900,461,48,171365,226,1914,84.2
2024-02-07,Facebook,캠페인_R,18-24,여성,대구,육아,PC,재방문,47450,2489,171,891538,176,10994,62.4
2024-02-08,YouTube,캠페인_I,55+,여성,부산,재테크,모바일,재방문,26633,492,28,290658,293,1040,81.2
2024-02-08,YouTube,캠페인_L,45-54,여성,제주,여행,모바일,신규,6184,178,19,711371,55,496,71.8
2024-02-08,Naver,캠페인_K,35-44,여성,대구,패션,PC,재방문,1680,94,9,167840,159,179,39.6
2024-02-08,Instagram,캠페인_N,35-44,여성,경기,뷰티,모바일,신규,47835,1699,97,910273,136,3590,34.6
2024-02-09,Facebook,캠페인_E,18-24,남성,대전,여행,모바일,재방문,24877,269,27,430071,275,588,30.9
2024-02-09,Naver,캠페인_N,45-54,여성,인천,재테크,PC,신규,7556,358,13,67695,176,1265,83.9
2024-02-09,Instagram,캠페인_M,25-34,남성,대전,음식,모바일,재방문,3912,165,14,370905,282,705,25.8
2024-02-09,TikTok,캠페인_F,45-54,여성,경기,운동/헬스,태블릿,재방문,33331,1053,90,433020,155,2141,24.8
2024-02-10,TikTok,캠페인_D,35-44,여성,대전,자동차,모바일,재방문,46243,2409,140,713690,66,4369,24.4
2024-02-10,Facebook,캠페인_A,45-54,여성,광주,자동차,PC,신규,25664,718,77,765214,55,930,84.2
2024-02-10,YouTube,캠페인_O,35-44,남성,대전,여행,PC,재방문,2879,71,5,886723,66,316,81.3
2024-02-10,KakaoTalk,캠페인_N,55+,여성,제주,반려동물,모바일,신규,15397,460,18,455966,21,1746,70.9
2024-02-10,Facebook,캠페인_A,18-24,남성,제주,재테크,모바일,신규,29527,1283,132,643029,148,3587,62.6
2024-02-10,Naver,캠페인_R,45-54,여성,대전,음식,PC,신규,21951,786,17,73906,131,824,70.3
2024-02-11,TikTok,캠페인_K,55+,남성,대전,자동차,모바일,재방문,41091,571,37,532282,191,1094,79.4
2024-02-11,TikTok,캠페인_J,35-44,남성,대구,육아,모바일,재방문,20150,896,43,605442,137,1582,46.3
2024-02-11,Naver,캠페인_I,45-54,여성,인천,자동차,모바일,재방문,9479,308,4,401744,68,962,74.3
2024-02-11,Instagram,캠페인_I,18-24,남성,제주,패션,모바일,재방문,4882,178,19,246440,191,741,28.6
2024-02-12,Instagram,캠페인_A,25-34,남성,광주,뷰티,모바일,재방문,46413,1638,55,104478,9,2128,80.7
2024-02-12,Instagram,캠페인_H,25-34,남성,경기,재테크,PC,신규,38492,1057,46,481544,124,3687,81.1
2024-02-12,TikTok,캠페인_S,18-24,남성,인천,재테크,모바일,재방문,16258,448,6,228487,135,831,59.7
2024-02-12,Facebook,캠페인_O,55+,여성,경기,패션,PC,신규,6210,297,5,109929,40,375,62.7
2024-02-12,Naver,캠페인_D,45-54,여성,제주,자동차,PC,신규,41686,238,2,976213,124,943,69.0
2024-02-13,KakaoTalk,캠페인_K,25-34,여성,부산,자동차,PC,신규,13990,581,41,937437,216,1759,78.5
2024-02-13,YouTube,캠페인_M,55+,여성,제주,음식,태블릿,신규,48652,1863,43,996122,131,5155,82.3
2024-02-14,Naver,캠페인_L,25-34,여성,대전,뷰티,모바일,재방문,46253,2254,157,347285,263,8060,69.2
2024-02-14,KakaoTalk,캠페인_E,55+,여성,경기,여행,모바일,재방문,26941,1488,163,613364,21,2978,41.3
2024-02-14,Facebook,캠페인_J,55+,남성,대구,여행,모바일,재방문,22215,563,27,620155,118,1042,81.7
2024-02-15,TikTok,캠페인_E,45-54,여성,광주,운동/헬스,모바일,신규,29634,900,77,823064,227,4048,73.2
2024-02-16,Instagram,캠페인_E,45-54,남성,경기,육아,모바일,재방문,19354,609,10,664087,287,2060,57.5
2024-02-16,Facebook,캠페인_A,25-34,남성,인천,패션,PC,재방문,49414,2182,190,434264,101,5600,25.8
2024-02-16,Naver,캠페인_I,25-34,여성,광주,게임,PC,신규,13221,516,29,714510,146,542,58.0
2024-02-17,YouTube,캠페인_M,25-34,남성,대구,재테크,PC,재방문,14618,658,32,356359,174,786,74.9
2024-02-17,Naver,캠페인_Q,18-24,여성,광주,재테크,모바일,신규,37026,928,49,531729,238,3942,41.7
2024-02-18,Naver,캠페인_N,45-54,여성,대전,음식,모바일,신규,19925,946,70,997461,250,2210,33.4
2024-02-18,Naver,캠페인_P,25-34,여성,부산,운동/헬스,모바일,재방문,5239,43,4,912178,215,94,37.1
2024-02-19,TikTok,캠페인_T,55+,남성,광주,재테크,모바일,재방문,10653,90,1,903836,127,246,77.0
2024-02-19,KakaoTalk,캠페인_T,55+,남성,서울,재테크,모바일,재방문,22216,213,17,372730,57,503,70.9
2024-02-19,Naver,캠페인_K,18-24,남성,인천,운동/헬스,PC,재방문,18852,1025,17,171143,274,1305,32.5
2024-02-19,TikTok,캠페인_L,35-44,여성,대구,뷰티,모바일,재방문,48815,2925,263,72351,237,7040,79.4
2024-02-19,Instagram,캠페인_E,45-54,남성,대구,패션,모바일,신규,6948,262,8,139052,143,474,23.9
2024-02-20,TikTok,캠페인_G,55+,여성,서울,음식,모바일,재방문,17836,164,11,138094,61,510,46.1
2024-02-20,TikTok,캠페인_I,55+,남성,부산,패션,PC,재방문,12167,395,17,666892,131,1279,56.3
2024-02-20,Naver,캠페인_H,55+,여성,대전,재테크,PC,재방문,48540,1788,157,676331,258,7868,52.8
2024-02-20,KakaoTalk,캠페인_F,25-34,여성,제주,게임,PC,재방문,21655,359,25,999428,263,871,40.2
2024-02-21,TikTok,캠페인_H,18-24,여성,대구,게임,모바일,재방문,15610,606,28,124832,36,2375,81.1
2024-02-21,TikTok,캠페인_L,18-24,남성,인천,뷰티,PC,신규,48753,531,56,922402,203,1868,66.1
2024-02-21,YouTube,캠페인_C,45-54,남성,대구,음식,태블릿,신규,48138,1653,161,974393,66,4927,47.9
2024-02-21,Instagram,캠페인_A,25-34,여성,부산,자동차,모바일,재방문,39938,2147,53,96010,192,6808,55.1
2024-02-21,YouTube,캠페인_G,25-34,남성,경기,뷰티,모바일,재방문,7681,142,10,126895,48,248,49.9
2024-02-21,Naver,캠페인_K,55+,남성,대구,여행,PC,재방문,21894,720,54,678724,160,3174,76.3
2024-02-22,Naver,캠페인_F,55+,남성,서울,운동/헬스,모바일,재방문,37895,231,2,317495,57,756,44.3
2024-02-22,Facebook,캠페인_Q,35-44,남성,인천,게임,모바일,재방문,40883,741,77,57919,219,1446,25.3
2024-02-22,KakaoTalk,캠페인_T,18-24,여성,부산,패션,모바일,재방문,22544,344,19,646921,112,422,84.2
2024-02-22,TikTok,캠페인_N,55+,여성,경기,패션,PC,재방문,20685,1085,47,93493,15,1238,75.0
2024-02-22,Facebook,캠페인_N,45-54,남성,제주,게임,모바일,재방문,23156,825,77,845052,287,999,46.0
2024-02-23,TikTok,캠페인_M,35-44,남성,광주,반려동물,PC,신규,27499,680,77,689557,214,1572,66.0
2024-02-23,KakaoTalk,캠페인_J,45-54,여성,광주,여행,모바일,신규,5922,220,18,18835,270,253,27.7
2024-02-23,TikTok,캠페인_P,55+,남성,대구,육아,모바일,재방문,23514,482,49,344020,117,831,27.7
2024-02-23,Facebook,캠페인_N,18-24,여성,대구,육아,모바일,신규,27470,715,49,574644,258,1422,45.5
2024-02-23,YouTube,캠페인_D,35-44,여성,대구,자동차,PC,재방문,42340,832,77,943632,43,3003,62.3
2024-02-23,TikTok,캠페인_D,25-34,남성,부산,자동차,모바일,재방문,29169,751,76,398209,64,770,42.7
2024-02-23,KakaoTalk,캠페인_T,18-24,여성,대구,운동/헬스,PC,신규,15246,257,28,543350,285,835,72.4
2024-02-23,Naver,캠페인_G,45-54,여성,경기,패션,PC,신규,3027,52,4,461359,288,160,43.5
2024-02-24,Naver,캠페인_T,55+,여성,대구,뷰티,모바일,재방문,42577,2024,148,123502,126,8920,37.9
2024-02-24,Naver,캠페인_T,35-44,남성,광주,재테크,모바일,신규,36927,403,19,981890,187,822,60.1
2024-02-25,Instagram,캠페인_R,45-54,여성,대구,뷰티,모바일,재방문,33177,947,70,790353,172,3963,38.4
2024-02-25,TikTok,캠페인_J,18-24,여성,서울,반려동물,모바일,재방문,12775,150,10,410681,76,310,61.2
2024-02-26,Facebook,캠페인_R,55+,남성,대구,게임,모바일,신규,30790,1398,108,308089,297,2518,59.5
2024-02-26,YouTube,캠페인_H,25-34,여성,경기,음식,모바일,신규,27841,1378,138,920226,202,4701,60.1
2024-02-26,Instagram,캠페인_O,45-54,여성,대구,여행,모바일,재방문,20214,684,55,786430,13,2890,79.8
2024-02-26,Facebook,캠페인_N,18-24,여성,인천,여행,태블릿,재방문,48151,459,36,914607,289,888,59.7
2024-02-26,YouTube,캠페인_B,25-34,여성,제주,재테크,모바일,신규,14265,628,9,298055,229,1834,31.0
2024-02-26,KakaoTalk,캠페인_T,45-54,남성,광주,여행,모바일,신규,26923,444,21,581579,243,1753,56.2
2024-02-27,Facebook,캠페인_N,18-24,여성,서울,여행,모바일,재방문,41692,1354,139,392478,155,4664,27.1
2024-02-27,Instagram,캠페인_C,45-54,남성,광주,반려동물,모바일,재방문,41079,1689,98,170758,51,7178,40.2
2024-02-28,Facebook,캠페인_C,18-24,여성,서울,육아,PC,신규,3447,194,11,101252,137,194,44.5
2024-02-28,KakaoTalk,캠페인_N,55+,여성,경기,재테크,PC,재방문,29397,744,30,65335,98,2564,33.0
2024-02-28,Instagram,캠페인_J,35-44,남성,경기,뷰티,모바일,재방문,49418,670,38,60018,169,1637,81.9
2024-02-28,Facebook,캠페인_L,35-44,남성,부산,게임,모바일,재방문,35769,203,8,961754,125,672,79.7
2024-02-28,YouTube,캠페인_N,45-54,여성,경기,육아,PC,재방문,48199,992,105,942648,237,2927,43.4
2024-02-29,Instagram,캠페인_O,35-44,여성,대구,자동차,PC,신규,7838,86,5,297959,196,298,41.0
2024-02-29,KakaoTalk,캠페인_O,35-44,남성,광주,자동차,모바일,신규,7583,171,6,587116,55,179,58.2
2024-02-29,YouTube,캠페인_I,35-44,여성,대구,자동차,모바일,재방문,19612,337,36,278335,246,904,58.2
2024-02-29,TikTok,캠페인_H,55+,여성,인천,게임,모바일,재방문,1124,34,2,680026,251,136,69.0
2024-02-29,Facebook,캠페인_M,18-24,남성,인천,여행,모바일,재방문,36285,2085,50,695835,198,8355,41.1
2024-02-29,YouTube,캠페인_J,25-34,여성,대전,육아,태블릿,재방문,2567,56,5,66788,68,159,36.1
2024-03-01,Naver,캠페인_Q,35-44,남성,경기,육아,PC,재방문,30306,569,8,678951,168,966,62.6
2024-03-01,TikTok,캠페인_L,35-44,남성,광주,패션,모바일,신규,29816,270,29,369672,233,704,69.0
2024-03-01,TikTok,캠페인_M,25-34,남성,광주,재테크,모바일,신규,9598,143,1,749609,76,542,69.5
2024-03-01,TikTok,캠페인_C,55+,여성,서울,육아,모바일,신규,26096,1062,62,309467,15,3159,47.6
2024-03-01,Naver,캠페인_P,35-44,남성,제주,재테크,모바일,재방문,6653,102,4,545599,161,137,54.7
2024-03-01,Naver,캠페인_T,18-24,여성,광주,여행,태블릿,신규,24579,221,20,993508,184,259,54.2
2024-03-01,TikTok,캠페인_J,25-34,남성,인천,육아,모바일,신규,21660,1066,31,399267,285,4694,37.3
2024-03-02,Instagram,캠페인_R,25-34,여성,대구,뷰티,모바일,신규,11122,533,29,893973,128,1934,47.9
2024-03-02,TikTok,캠페인_R,45-54,여성,인천,반려동물,PC,재방문,8492,376,31,760481,233,1685,37.5
2024-03-03,TikTok,캠페인_H,18-24,남성,서울,패션,PC,재방문,168,1,0,957448,40,3,20.6
2024-03-03,YouTube,캠페인_B,55+,남성,인천,패션,모바일,재방문,37412,1808,58,471830,86,3025,65.8
2024-03-03,Instagram,캠페인_I,25-34,남성,경기,게임,PC,재방문,40608,1201,142,330255,201,4831,63.1
2024-03-04,Naver,캠페인_I,25-34,여성,인천,음식,PC,신규,2154,79,2,500532,120,321,40.1
2024-03-04,TikTok,캠페인_J,55+,여성,대전,반려동물,모바일,신규,9224,191,5,307440,81,313,70.1
2024-03-04,TikTok,캠페인_S,25-34,여성,대전,반려동물,태블릿,재방문,3604,19,2,986400,42,23,45.8
2024-03-04,YouTube,캠페인_A,35-44,여성,대구,육아,모바일,재방문,1494,26,1,617490,127,43,66.6
2024-03-04,Facebook,캠페인_A,25-34,남성,인천,반려동물,PC,재방문,8312,225,23,696886,20,290,20.1
2024-03-04,TikTok,캠페인_E,35-44,남성,부산,반려동물,모바일,신규,41261,1783,114,56206,195,5572,44.8
2024-03-04,Instagram,캠페인_H,55+,여성,제주,패션,PC,재방문,21252,980,41,268998,175,4314,52.9
2024-03-05,Facebook,캠페인_O,25-34,여성,인천,반려동물,PC,재방문,7987,398,23,198025,79,1025,83.7
2024-03-06,YouTube,캠페인_D,55+,여성,부산,운동/헬스,PC,신규,35648,446,41,534355,9,1918,49.7
2024-03-06,KakaoTalk,캠페인_O,25-34,여성,대구,뷰티,모바일,신규,31704,938,101,20835,38,2854,35.2
2024-03-06,Facebook,캠페인_R,55+,남성,인천,음식,모바일,재방문,38205,1370,119,169027,280,3228,35.2
2024-03-06,Instagram,캠페인_D,45-54,여성,부산,반려동물,모바일,재방문,28357,658,38,206393,156,1857,30.9
2024-03-06,KakaoTalk,캠페인_M,45-54,남성,대전,육아,PC,재방문,11378,179,5,79548,70,503,83.5
2024-03-07,Instagram,캠페인_E,35-44,여성,서울,반려동물,PC,재방문,13526,462,29,677907,157,904,84.3
2024-03-07,KakaoTalk,캠페인_N,35-44,남성,대구,반려동물,모바일,재방문,38717,329,22,419971,25,936,25.5
2024-03-08,Facebook,캠페인_O,18-24,여성,광주,재테크,태블릿,신규,36193,1779,87,953574,223,4127,23.8
2024-03-08,TikTok,캠페인_K,35-44,여성,광주,음식,모바일,신규,19114,947,47,573446,77,2707,25.7
2024-03-08,KakaoTalk,캠페인_B,35-44,여성,제주,운동/헬스,모바일,신규,27449,1219,72,769973,179,4677,24.1
2024-03-09,YouTube,캠페인_T,55+,남성,광주,자동차,PC,재방문,1884,21,0,533780,68,92,29.6
2024-03-09,YouTube,캠페인_H,55+,여성,인천,게임,PC,재방문,9997,242,2,62888,8,742,28.8
2024-03-09,Facebook,캠페인_M,55+,남성,부산,자동차,모바일,재방문,47537,2190,165,228851,262,4355,82.6
2024-03-10,KakaoTalk,캠페인_Q,45-54,남성,대전,게임,모바일,재방문,36545,582,61,616610,158,2035,26.2
2024-03-10,KakaoTalk,캠페인_D,18-24,여성,광주,육아,모바일,신규,47437,1568,89,708381,252,6372,81.7
2024-03-10,Facebook,캠페인_N,18-24,남성,부산,패션,모바일,재방문,43085,2066,151,759260,224,9020,73.1
2024-03-10,TikTok,캠페인_G,35-44,여성,광주,음식,PC,재방문,4600,242,12,888343,30,956,69.8
2024-03-11,Facebook,캠페인_G,18-24,여성,서울,재테크,모바일,신규,22784,529,29,639854,295,562,77.6
2024-03-11,YouTube,캠페인_O,55+,남성,부산,재테크,모바일,재방문,6014,339,9,703358,280,968,21.3
2024-03-11,Instagram,캠페인_K,35-44,남성,대구,여행,모바일,재방문,23255,973,96,713075,138,2468,80.4
2024-03-11,Facebook,캠페인_J,25-34,여성,제주,음식,PC,신규,43910,1631,67,379138,33,6839,81.6
2024-03-11,Facebook,캠페인_P,35-44,남성,대전,패션,모바일,재방문,6610,263,29,550885,209,626,38.9
2024-03-11,Facebook,캠페인_B,35-44,여성,부산,게임,모바일,재방문,34778,1882,88,437835,91,6681,42.6
2024-03-12,KakaoTalk,캠페인_F,45-54,남성,대전,자동차,태블릿,재방문,45268,2251,130,380703,217,4726,41.2
2024-03-12,Naver,캠페인_F,35-44,여성,부산,육아,모바일,신규,35786,797,25,851796,238,2549,43.9
2024-03-13,Facebook,캠페인_P,45-54,여성,인천,운동/헬스,모바일,신규,25611,1457,100,404474,92,5403,76.5
2024-03-13,Naver,캠페인_J,18-24,남성,대구,게임,PC,신규,38538,276,4,326355,236,829,38.8
2024-03-13,TikTok,캠페인_J,18-24,남성,대구,운동/헬스,모바일,재방문,49431,2713,91,995769,164,9115,47.6
2024-03-14,KakaoTalk,캠페인_M,55+,남성,인천,게임,모바일,재방문,40238,1334,113,408607,47,3008,51.7
2024-03-14,Facebook,캠페인_A,55+,남성,부산,패션,PC,신규,42642,1894,157,67766,221,3136,59.9
2024-03-14,YouTube,캠페인_F,25-34,여성,광주,뷰티,PC,신규,23609,823,79,526248,22,1078,27.5
2024-03-15,Naver,캠페인_Q,45-54,여성,제주,음식,모바일,신규,14670,386,28,788090,131,723,24.3
2024-03-15,Facebook,캠페인_P,25-34,남성,대전,재테크,모바일,재방문,30578,1230,61,935498,150,4812,56.9
2024-03-15,Instagram,캠페인_R,45-54,남성,대구,뷰티,모바일,재방문,17237,757,22,593508,228,2188,71.2
2024-03-16,Instagram,캠페인_S,35-44,남성,서울,패션,모바일,재방문,13031,736,25,980448,144,2353,71.8
2024-03-17,Facebook,캠페인_M,25-34,여성,부산,반려동물,PC,재방문,43195,440,37,509323,263,1546,50.8
2024-03-17,TikTok,캠페인_J,25-34,남성,대전,패션,모바일,재방문,14340,468,32,812354,82,1407,54.9
2024-03-17,TikTok,캠페인_G,35-44,여성,대전,여행,PC,재방문,18028,1053,51,267924,275,1641,33.1
2024-03-17,KakaoTalk,캠페인_D,35-44,남성,광주,게임,모바일,재방문,35931,863,89,124765,134,3514,47.9
2024-03-17,YouTube,캠페인_T,45-54,여성,부산,반려동물,모바일,신규,23932,741,85,182011,180,1900,65.5
2024-03-17,YouTube,캠페인_J,45-54,남성,인천,게임,모바일,재방문,5609,275,7,674085,91,917,53.5
2024-03-17,TikTok,캠페인_P,18-24,여성,제주,육아,PC,신규,13211,95,9,288220,239,131,83.2
2024-03-18,TikTok,캠페인_Q,45-54,여성,서울,재테크,PC,재방문,21970,357,28,843339,211,1330,68.9
2024-03-18,Facebook,캠페인_J,55+,여성,광주,반려동물,모바일,신규,12826,599,48,825739,79,2452,57.6
2024-03-18,TikTok,캠페인_R,18-24,여성,제주,자동차,PC,재방문,45230,1003,48,654234,256,2200,57.1
2024-03-18,Facebook,캠페인_B,18-24,남성,인천,뷰티,모바일,재방문,43458,607,48,304784,234,2318,80.0
2024-03-18,TikTok,캠페인_E,25-34,남성,서울,반려동물,모바일,재방문,26846,546,30,498519,153,1443,72.9
2024-03-18,TikTok,캠페인_O,55+,여성,광주,게임,PC,재방문,40366,553,32,833247,183,836,38.9
2024-03-19,Facebook,캠페인_J,25-34,남성,제주,패션,PC,신규,3944,235,23,206017,253,859,40.0
2024-03-19,Naver,캠페인_R,35-44,여성,인천,음식,모바일,재방문,44149,2243,68,266821,259,5033,78.1
2024-03-19,Instagram,캠페인_Q,55+,남성,대전,음식,모바일,재방문,16292,241,20,223279,35,556,59.5
2024-03-20,Facebook,캠페인_E,35-44,남성,부산,육아,모바일,신규,26472,1367,39,304893,58,3507,50.1
2024-03-20,Facebook,캠페인_C,25-34,여성,대구,운동/헬스,모바일,재방문,1518,75,4,307355,14,93,60.3
2024-03-20,KakaoTalk,캠페인_A,35-44,여성,광주,여행,모바일,신규,22110,682,59,533043,50,1493,77.2
2024-03-21,Naver,캠페인_A,45-54,여성,인천,여행,모바일,신규,18077,489,17,288525,138,954,77.4
2024-03-21,YouTube,캠페인_R,55+,남성,인천,뷰티,모바일,재방문,9417,465,37,922288,10,1535,80.1
2024-03-21,Instagram,캠페인_A,55+,남성,광주,여행,모바일,신규,24455,1072,109,292785,291,3868,38.9
2024-03-21,KakaoTalk,캠페인_O,55+,여성,제주,운동/헬스,모바일,신규,44518,2488,26,808952,243,8335,71.9
2024-03-21,YouTube,캠페인_S,18-24,여성,인천,패션,모바일,재방문,27913,1598,39,705422,192,6778,74.8
2024-03-22,YouTube,캠페인_F,18-24,남성,서울,여행,PC,재방문,14031,672,52,41771,239,722,33.1
2024-03-22,YouTube,캠페인_L,45-54,남성,제주,게임,모바일,재방문,13196,544,11,514402,206,1196,20.4
2024-03-22,Instagram,캠페인_F,25-34,여성,대전,육아,모바일,신규,23618,1320,17,415003,88,3939,25.6
2024-03-22,TikTok,캠페인_N,45-54,남성,부산,자동차,PC,신규,11026,619,7,280326,276,2505,51.1
